미세먼지농도
[검색조건]
지점명 : , 자료구분:일자료 , 기간 : 20160101 ~ 20181231

지점번호,지점명,일자,미세먼지농도(㎍/㎥)
90,속초,2016-05-23,29
94,광덕산,2016-05-23,46
100,대관령,2016-05-23,36
101,춘천,2016-05-23,39
102,백령도,2016-05-23,36
108,서울,2016-05-23,59
115,울릉도독도(감),2016-05-23,26
116,관악산,2016-05-23,46
119,수원,2016-05-23,59
121,영월,2016-05-23,37
130,울진,2016-05-23,31
132,안면도(감),2016-05-23,50
135,추풍령,2016-05-23,38
136,안동,2016-05-23,41
140,군산,2016-05-23,57
143,대구,2016-05-23,43
146,전주,2016-05-23,30
152,울산,2016-05-23,46
156,광주,2016-05-23,43
160,부산(레),2016-05-23,34
169,흑산도,2016-05-23,36
185,고산,2016-05-23,33
192,진주,2016-05-23,42
201,강화,2016-05-23,60
229,북격렬비도 *,2016-05-23,44
232,천안,2016-05-23,49
268,진도군,2016-05-23,32
273,문경,2016-05-23,39
501,연평도,2016-05-23,45
90,속초,2016-05-24,27
94,광덕산,2016-05-24,20
100,대관령,2016-05-24,28
101,춘천,2016-05-24,24
102,백령도,2016-05-24,21
108,서울,2016-05-24,32
115,울릉도독도(감),2016-05-24,31
116,관악산,2016-05-24,21
119,수원,2016-05-24,32
121,영월,2016-05-24,33
130,울진,2016-05-24,29
132,안면도(감),2016-05-24,25
135,추풍령,2016-05-24,23
136,안동,2016-05-24,
140,군산,2016-05-24,25
143,대구,2016-05-24,15
146,전주,2016-05-24,15
152,울산,2016-05-24,27
156,광주,2016-05-24,19
160,부산(레),2016-05-24,16
169,흑산도,2016-05-24,15
185,고산,2016-05-24,13
192,진주,2016-05-24,18
201,강화,2016-05-24,25
229,북격렬비도 *,2016-05-24,21
232,천안,2016-05-24,29
268,진도군,2016-05-24,15
273,문경,2016-05-24,26
501,연평도,2016-05-24,29
90,속초,2016-05-25,55
94,광덕산,2016-05-25,61
100,대관령,2016-05-25,45
101,춘천,2016-05-25,60
102,백령도,2016-05-25,57
108,서울,2016-05-25,81
115,울릉도독도(감),2016-05-25,39
116,관악산,2016-05-25,71
119,수원,2016-05-25,61
121,영월,2016-05-25,38
130,울진,2016-05-25,35
132,안면도(감),2016-05-25,39
135,추풍령,2016-05-25,35
136,안동,2016-05-25,33
140,군산,2016-05-25,61
143,대구,2016-05-25,
146,전주,2016-05-25,36
152,울산,2016-05-25,48
156,광주,2016-05-25,52
160,부산(레),2016-05-25,44
169,흑산도,2016-05-25,24
185,고산,2016-05-25,37
192,진주,2016-05-25,46
201,강화,2016-05-25,78
229,북격렬비도 *,2016-05-25,56
232,천안,2016-05-25,54
268,진도군,2016-05-25,30
273,문경,2016-05-25,37
501,연평도,2016-05-25,75
90,속초,2016-05-26,69
94,광덕산,2016-05-26,72
100,대관령,2016-05-26,78
101,춘천,2016-05-26,83
102,백령도,2016-05-26,51
108,서울,2016-05-26,88
115,울릉도독도(감),2016-05-26,53
116,관악산,2016-05-26,91
119,수원,2016-05-26,73
121,영월,2016-05-26,75
130,울진,2016-05-26,57
132,안면도(감),2016-05-26,52
135,추풍령,2016-05-26,71
136,안동,2016-05-26,66
140,군산,2016-05-26,85
143,대구,2016-05-26,69
146,전주,2016-05-26,57
152,울산,2016-05-26,
156,광주,2016-05-26,68
160,부산(레),2016-05-26,62
169,흑산도,2016-05-26,62
185,고산,2016-05-26,
192,진주,2016-05-26,58
201,강화,2016-05-26,58
229,북격렬비도 *,2016-05-26,48
232,천안,2016-05-26,81
268,진도군,2016-05-26,59
273,문경,2016-05-26,77
501,연평도,2016-05-26,48
90,속초,2016-05-27,48
94,광덕산,2016-05-27,40
100,대관령,2016-05-27,47
101,춘천,2016-05-27,57
102,백령도,2016-05-27,58
108,서울,2016-05-27,69
115,울릉도독도(감),2016-05-27,36
116,관악산,2016-05-27,59
119,수원,2016-05-27,69
121,영월,2016-05-27,53
130,울진,2016-05-27,41
132,안면도(감),2016-05-27,46
135,추풍령,2016-05-27,58
136,안동,2016-05-27,66
140,군산,2016-05-27,80
143,대구,2016-05-27,74
146,전주,2016-05-27,56
152,울산,2016-05-27,60
156,광주,2016-05-27,79
160,부산(레),2016-05-27,57
169,흑산도,2016-05-27,41
185,고산,2016-05-27,62
192,진주,2016-05-27,63
201,강화,2016-05-27,58
229,북격렬비도 *,2016-05-27,30
232,천안,2016-05-27,73
268,진도군,2016-05-27,62
273,문경,2016-05-27,59
501,연평도,2016-05-27,47
90,속초,2016-05-28,42
94,광덕산,2016-05-28,39
100,대관령,2016-05-28,39
101,춘천,2016-05-28,43
102,백령도,2016-05-28,63
108,서울,2016-05-28,70
115,울릉도독도(감),2016-05-28,52
116,관악산,2016-05-28,52
119,수원,2016-05-28,60
121,영월,2016-05-28,42
130,울진,2016-05-28,43
132,안면도(감),2016-05-28,47
135,추풍령,2016-05-28,45
136,안동,2016-05-28,46
140,군산,2016-05-28,60
143,대구,2016-05-28,61
146,전주,2016-05-28,39
152,울산,2016-05-28,61
156,광주,2016-05-28,56
160,부산(레),2016-05-28,58
169,흑산도,2016-05-28,38
185,고산,2016-05-28,32
192,진주,2016-05-28,64
201,강화,2016-05-28,55
229,북격렬비도 *,2016-05-28,48
232,천안,2016-05-28,59
268,진도군,2016-05-28,46
273,문경,2016-05-28,46
501,연평도,2016-05-28,58
90,속초,2016-05-29,38
94,광덕산,2016-05-29,58
100,대관령,2016-05-29,43
101,춘천,2016-05-29,44
102,백령도,2016-05-29,101
108,서울,2016-05-29,73
115,울릉도독도(감),2016-05-29,46
116,관악산,2016-05-29,53
119,수원,2016-05-29,61
121,영월,2016-05-29,47
130,울진,2016-05-29,44
132,안면도(감),2016-05-29,44
135,추풍령,2016-05-29,41
136,안동,2016-05-29,42
140,군산,2016-05-29,66
143,대구,2016-05-29,49
146,전주,2016-05-29,41
152,울산,2016-05-29,42
156,광주,2016-05-29,55
160,부산(레),2016-05-29,32
169,흑산도,2016-05-29,47
185,고산,2016-05-29,31
192,진주,2016-05-29,50
201,강화,2016-05-29,54
229,북격렬비도 *,2016-05-29,49
232,천안,2016-05-29,57
268,진도군,2016-05-29,42
273,문경,2016-05-29,49
501,연평도,2016-05-29,62
90,속초,2016-05-30,33
94,광덕산,2016-05-30,64
100,대관령,2016-05-30,45
101,춘천,2016-05-30,54
102,백령도,2016-05-30,70
108,서울,2016-05-30,86
115,울릉도독도(감),2016-05-30,26
116,관악산,2016-05-30,68
119,수원,2016-05-30,75
121,영월,2016-05-30,51
130,울진,2016-05-30,41
132,안면도(감),2016-05-30,53
135,추풍령,2016-05-30,
136,안동,2016-05-30,52
140,군산,2016-05-30,73
143,대구,2016-05-30,52
146,전주,2016-05-30,51
152,울산,2016-05-30,51
156,광주,2016-05-30,63
160,부산(레),2016-05-30,55
169,흑산도,2016-05-30,38
185,고산,2016-05-30,59
192,진주,2016-05-30,48
201,강화,2016-05-30,73
229,북격렬비도 *,2016-05-30,42
232,천안,2016-05-30,68
268,진도군,2016-05-30,51
273,문경,2016-05-30,58
501,연평도,2016-05-30,68
90,속초,2016-05-31,55
94,광덕산,2016-05-31,53
100,대관령,2016-05-31,55
101,춘천,2016-05-31,51
102,백령도,2016-05-31,31
108,서울,2016-05-31,67
115,울릉도독도(감),2016-05-31,36
116,관악산,2016-05-31,54
119,수원,2016-05-31,58
121,영월,2016-05-31,55
130,울진,2016-05-31,44
132,안면도(감),2016-05-31,36
135,추풍령,2016-05-31,49
136,안동,2016-05-31,59
140,군산,2016-05-31,46
143,대구,2016-05-31,63
146,전주,2016-05-31,51
152,울산,2016-05-31,57
156,광주,2016-05-31,67
160,부산(레),2016-05-31,56
169,흑산도,2016-05-31,56
185,고산,2016-05-31,49
192,진주,2016-05-31,56
201,강화,2016-05-31,39
229,북격렬비도 *,2016-05-31,33
232,천안,2016-05-31,63
268,진도군,2016-05-31,49
273,문경,2016-05-31,62
501,연평도,2016-05-31,32
90,속초,2016-06-01,32
94,광덕산,2016-06-01,25
100,대관령,2016-06-01,24
101,춘천,2016-06-01,26
102,백령도,2016-06-01,30
108,서울,2016-06-01,36
115,울릉도독도(감),2016-06-01,17
116,관악산,2016-06-01,36
119,수원,2016-06-01,38
121,영월,2016-06-01,27
130,울진,2016-06-01,25
132,안면도(감),2016-06-01,48
135,추풍령,2016-06-01,33
136,안동,2016-06-01,28
140,군산,2016-06-01,56
143,대구,2016-06-01,35
146,전주,2016-06-01,56
152,울산,2016-06-01,25
156,광주,2016-06-01,61
160,부산(레),2016-06-01,34
169,흑산도,2016-06-01,28
185,고산,2016-06-01,52
192,진주,2016-06-01,49
201,강화,2016-06-01,38
229,북격렬비도 *,2016-06-01,33
232,천안,2016-06-01,40
268,진도군,2016-06-01,40
273,문경,2016-06-01,29
501,연평도,2016-06-01,38
90,속초,2016-06-02,23
94,광덕산,2016-06-02,18
100,대관령,2016-06-02,14
101,춘천,2016-06-02,27
102,백령도,2016-06-02,26
108,서울,2016-06-02,35
115,울릉도독도(감),2016-06-02,18
116,관악산,2016-06-02,28
119,수원,2016-06-02,36
121,영월,2016-06-02,15
130,울진,2016-06-02,20
132,안면도(감),2016-06-02,48
135,추풍령,2016-06-02,19
136,안동,2016-06-02,16
140,군산,2016-06-02,55
143,대구,2016-06-02,26
146,전주,2016-06-02,58
152,울산,2016-06-02,22
156,광주,2016-06-02,62
160,부산(레),2016-06-02,18
169,흑산도,2016-06-02,38
185,고산,2016-06-02,28
192,진주,2016-06-02,24
201,강화,2016-06-02,44
229,북격렬비도 *,2016-06-02,27
232,천안,2016-06-02,31
268,진도군,2016-06-02,39
273,문경,2016-06-02,18
501,연평도,2016-06-02,32
90,속초,2016-06-03,32
94,광덕산,2016-06-03,27
100,대관령,2016-06-03,31
101,춘천,2016-06-03,34
102,백령도,2016-06-03,28
108,서울,2016-06-03,46
115,울릉도독도(감),2016-06-03,26
116,관악산,2016-06-03,
119,수원,2016-06-03,40
121,영월,2016-06-03,29
130,울진,2016-06-03,32
132,안면도(감),2016-06-03,30
135,추풍령,2016-06-03,36
136,안동,2016-06-03,29
140,군산,2016-06-03,44
143,대구,2016-06-03,36
146,전주,2016-06-03,53
152,울산,2016-06-03,33
156,광주,2016-06-03,45
160,부산(레),2016-06-03,28
169,흑산도,2016-06-03,27
185,고산,2016-06-03,26
192,진주,2016-06-03,34
201,강화,2016-06-03,29
229,북격렬비도 *,2016-06-03,35
232,천안,2016-06-03,43
268,진도군,2016-06-03,
273,문경,2016-06-03,38
501,연평도,2016-06-03,31
90,속초,2016-06-04,29
94,광덕산,2016-06-04,32
100,대관령,2016-06-04,24
101,춘천,2016-06-04,33
102,백령도,2016-06-04,26
108,서울,2016-06-04,46
115,울릉도독도(감),2016-06-04,34
116,관악산,2016-06-04,36
119,수원,2016-06-04,45
121,영월,2016-06-04,36
130,울진,2016-06-04,34
132,안면도(감),2016-06-04,39
135,추풍령,2016-06-04,35
136,안동,2016-06-04,41
140,군산,2016-06-04,42
143,대구,2016-06-04,41
146,전주,2016-06-04,35
152,울산,2016-06-04,30
156,광주,2016-06-04,26
160,부산(레),2016-06-04,20
169,흑산도,2016-06-04,19
185,고산,2016-06-04,
192,진주,2016-06-04,26
201,강화,2016-06-04,42
229,북격렬비도 *,2016-06-04,30
232,천안,2016-06-04,51
268,진도군,2016-06-04,17
273,문경,2016-06-04,39
501,연평도,2016-06-04,37
90,속초,2016-06-05,25
94,광덕산,2016-06-05,28
100,대관령,2016-06-05,23
101,춘천,2016-06-05,27
102,백령도,2016-06-05,27
108,서울,2016-06-05,44
115,울릉도독도(감),2016-06-05,15
116,관악산,2016-06-05,47
119,수원,2016-06-05,43
121,영월,2016-06-05,26
130,울진,2016-06-05,29
132,안면도(감),2016-06-05,45
135,추풍령,2016-06-05,20
136,안동,2016-06-05,22
140,군산,2016-06-05,47
143,대구,2016-06-05,21
146,전주,2016-06-05,36
152,울산,2016-06-05,13
156,광주,2016-06-05,28
160,부산(레),2016-06-05,14
169,흑산도,2016-06-05,36
185,고산,2016-06-05,20
192,진주,2016-06-05,23
201,강화,2016-06-05,41
229,북격렬비도 *,2016-06-05,29
232,천안,2016-06-05,33
268,진도군,2016-06-05,25
273,문경,2016-06-05,26
501,연평도,2016-06-05,34
90,속초,2016-06-06,22
94,광덕산,2016-06-06,28
100,대관령,2016-06-06,20
101,춘천,2016-06-06,22
102,백령도,2016-06-06,35
108,서울,2016-06-06,19
115,울릉도독도(감),2016-06-06,20
116,관악산,2016-06-06,17
119,수원,2016-06-06,20
121,영월,2016-06-06,20
130,울진,2016-06-06,22
132,안면도(감),2016-06-06,37
135,추풍령,2016-06-06,13
136,안동,2016-06-06,19
140,군산,2016-06-06,41
143,대구,2016-06-06,23
146,전주,2016-06-06,33
152,울산,2016-06-06,19
156,광주,2016-06-06,25
160,부산(레),2016-06-06,16
169,흑산도,2016-06-06,36
185,고산,2016-06-06,20
192,진주,2016-06-06,16
201,강화,2016-06-06,26
229,북격렬비도 *,2016-06-06,28
232,천안,2016-06-06,17
268,진도군,2016-06-06,24
273,문경,2016-06-06,19
501,연평도,2016-06-06,39
90,속초,2016-06-07,21
94,광덕산,2016-06-07,34
100,대관령,2016-06-07,23
101,춘천,2016-06-07,23
102,백령도,2016-06-07,24
108,서울,2016-06-07,37
115,울릉도독도(감),2016-06-07,17
116,관악산,2016-06-07,35
119,수원,2016-06-07,32
121,영월,2016-06-07,21
130,울진,2016-06-07,20
132,안면도(감),2016-06-07,26
135,추풍령,2016-06-07,20
136,안동,2016-06-07,20
140,군산,2016-06-07,39
143,대구,2016-06-07,32
146,전주,2016-06-07,38
152,울산,2016-06-07,27
156,광주,2016-06-07,
160,부산(레),2016-06-07,22
169,흑산도,2016-06-07,26
185,고산,2016-06-07,28
192,진주,2016-06-07,24
201,강화,2016-06-07,34
229,북격렬비도 *,2016-06-07,21
232,천안,2016-06-07,30
268,진도군,2016-06-07,28
273,문경,2016-06-07,23
501,연평도,2016-06-07,32
90,속초,2016-06-08,16
94,광덕산,2016-06-08,
100,대관령,2016-06-08,26
101,춘천,2016-06-08,39
102,백령도,2016-06-08,27
108,서울,2016-06-08,37
115,울릉도독도(감),2016-06-08,20
116,관악산,2016-06-08,24
119,수원,2016-06-08,26
121,영월,2016-06-08,33
130,울진,2016-06-08,33
132,안면도(감),2016-06-08,19
135,추풍령,2016-06-08,30
136,안동,2016-06-08,33
140,군산,2016-06-08,22
143,대구,2016-06-08,49
146,전주,2016-06-08,36
152,울산,2016-06-08,45
156,광주,2016-06-08,30
160,부산(레),2016-06-08,35
169,흑산도,2016-06-08,17
185,고산,2016-06-08,22
192,진주,2016-06-08,
201,강화,2016-06-08,26
229,북격렬비도 *,2016-06-08,22
232,천안,2016-06-08,33
268,진도군,2016-06-08,19
273,문경,2016-06-08,34
501,연평도,2016-06-08,27
90,속초,2016-06-09,17
100,대관령,2016-06-09,24
101,춘천,2016-06-09,29
102,백령도,2016-06-09,37
108,서울,2016-06-09,46
115,울릉도독도(감),2016-06-09,19
116,관악산,2016-06-09,41
119,수원,2016-06-09,47
121,영월,2016-06-09,27
130,울진,2016-06-09,25
132,안면도(감),2016-06-09,33
135,추풍령,2016-06-09,27
136,안동,2016-06-09,31
140,군산,2016-06-09,38
143,대구,2016-06-09,43
146,전주,2016-06-09,44
152,울산,2016-06-09,34
156,광주,2016-06-09,33
160,부산(레),2016-06-09,38
169,흑산도,2016-06-09,26
185,고산,2016-06-09,25
192,진주,2016-06-09,38
201,강화,2016-06-09,34
229,북격렬비도 *,2016-06-09,36
232,천안,2016-06-09,40
268,진도군,2016-06-09,31
273,문경,2016-06-09,27
501,연평도,2016-06-09,31
90,속초,2016-06-10,24
94,광덕산,2016-06-10,
100,대관령,2016-06-10,27
101,춘천,2016-06-10,38
102,백령도,2016-06-10,25
108,서울,2016-06-10,54
115,울릉도독도(감),2016-06-10,19
116,관악산,2016-06-10,42
119,수원,2016-06-10,48
121,영월,2016-06-10,26
130,울진,2016-06-10,24
132,안면도(감),2016-06-10,37
135,추풍령,2016-06-10,36
136,안동,2016-06-10,33
140,군산,2016-06-10,48
143,대구,2016-06-10,42
146,전주,2016-06-10,60
152,울산,2016-06-10,24
156,광주,2016-06-10,53
160,부산(레),2016-06-10,31
169,흑산도,2016-06-10,36
185,고산,2016-06-10,
192,진주,2016-06-10,46
201,강화,2016-06-10,37
229,북격렬비도 *,2016-06-10,30
232,천안,2016-06-10,56
268,진도군,2016-06-10,34
273,문경,2016-06-10,32
501,연평도,2016-06-10,26
90,속초,2016-06-11,38
94,광덕산,2016-06-11,25
100,대관령,2016-06-11,38
101,춘천,2016-06-11,42
102,백령도,2016-06-11,16
108,서울,2016-06-11,40
115,울릉도독도(감),2016-06-11,24
116,관악산,2016-06-11,33
119,수원,2016-06-11,39
121,영월,2016-06-11,32
130,울진,2016-06-11,34
132,안면도(감),2016-06-11,36
135,추풍령,2016-06-11,36
136,안동,2016-06-11,38
140,군산,2016-06-11,40
143,대구,2016-06-11,41
146,전주,2016-06-11,38
152,울산,2016-06-11,37
156,광주,2016-06-11,31
160,부산(레),2016-06-11,30
169,흑산도,2016-06-11,24
185,고산,2016-06-11,
192,진주,2016-06-11,34
201,강화,2016-06-11,39
229,북격렬비도 *,2016-06-11,35
232,천안,2016-06-11,42
268,진도군,2016-06-11,29
273,문경,2016-06-11,38
501,연평도,2016-06-11,40
90,속초,2016-06-12,27
94,광덕산,2016-06-12,14
100,대관령,2016-06-12,21
101,춘천,2016-06-12,24
102,백령도,2016-06-12,19
108,서울,2016-06-12,24
115,울릉도독도(감),2016-06-12,32
116,관악산,2016-06-12,21
119,수원,2016-06-12,24
121,영월,2016-06-12,25
130,울진,2016-06-12,33
132,안면도(감),2016-06-12,16
135,추풍령,2016-06-12,29
136,안동,2016-06-12,36
140,군산,2016-06-12,26
143,대구,2016-06-12,42
146,전주,2016-06-12,28
152,울산,2016-06-12,31
156,광주,2016-06-12,28
160,부산(레),2016-06-12,18
169,흑산도,2016-06-12,10
185,고산,2016-06-12,17
192,진주,2016-06-12,33
201,강화,2016-06-12,25
229,북격렬비도 *,2016-06-12,24
232,천안,2016-06-12,29
268,진도군,2016-06-12,22
273,문경,2016-06-12,31
501,연평도,2016-06-12,27
90,속초,2016-06-13,15
94,광덕산,2016-06-13,20
100,대관령,2016-06-13,
101,춘천,2016-06-13,22
102,백령도,2016-06-13,21
108,서울,2016-06-13,55
115,울릉도독도(감),2016-06-13,19
116,관악산,2016-06-13,40
119,수원,2016-06-13,52
121,영월,2016-06-13,20
130,울진,2016-06-13,
132,안면도(감),2016-06-13,33
135,추풍령,2016-06-13,24
136,안동,2016-06-13,25
140,군산,2016-06-13,48
143,대구,2016-06-13,36
146,전주,2016-06-13,43
152,울산,2016-06-13,22
156,광주,2016-06-13,26
160,부산(레),2016-06-13,29
169,흑산도,2016-06-13,25
185,고산,2016-06-13,21
192,진주,2016-06-13,32
201,강화,2016-06-13,43
229,북격렬비도 *,2016-06-13,31
232,천안,2016-06-13,54
268,진도군,2016-06-13,25
273,문경,2016-06-13,22
501,연평도,2016-06-13,
90,속초,2016-06-14,15
94,광덕산,2016-06-14,32
100,대관령,2016-06-14,18
101,춘천,2016-06-14,28
102,백령도,2016-06-14,24
108,서울,2016-06-14,46
115,울릉도독도(감),2016-06-14,18
116,관악산,2016-06-14,42
119,수원,2016-06-14,45
121,영월,2016-06-14,24
130,울진,2016-06-14,16
132,안면도(감),2016-06-14,31
135,추풍령,2016-06-14,37
136,안동,2016-06-14,25
140,군산,2016-06-14,47
143,대구,2016-06-14,38
146,전주,2016-06-14,42
152,울산,2016-06-14,29
156,광주,2016-06-14,34
160,부산(레),2016-06-14,30
169,흑산도,2016-06-14,33
185,고산,2016-06-14,29
192,진주,2016-06-14,28
201,강화,2016-06-14,33
229,북격렬비도 *,2016-06-14,33
232,천안,2016-06-14,45
268,진도군,2016-06-14,26
273,문경,2016-06-14,28
501,연평도,2016-06-14,32
90,속초,2016-06-15,19
94,광덕산,2016-06-15,23
100,대관령,2016-06-15,
101,춘천,2016-06-15,23
102,백령도,2016-06-15,13
108,서울,2016-06-15,28
115,울릉도독도(감),2016-06-15,22
116,관악산,2016-06-15,25
119,수원,2016-06-15,30
121,영월,2016-06-15,32
130,울진,2016-06-15,32
132,안면도(감),2016-06-15,28
135,추풍령,2016-06-15,35
136,안동,2016-06-15,36
140,군산,2016-06-15,
143,대구,2016-06-15,30
146,전주,2016-06-15,24
152,울산,2016-06-15,28
156,광주,2016-06-15,23
160,부산(레),2016-06-15,22
169,흑산도,2016-06-15,19
185,고산,2016-06-15,21
192,진주,2016-06-15,24
201,강화,2016-06-15,27
229,북격렬비도 *,2016-06-15,26
232,천안,2016-06-15,31
268,진도군,2016-06-15,21
273,문경,2016-06-15,39
501,연평도,2016-06-15,30
90,속초,2016-06-16,21
94,광덕산,2016-06-16,20
100,대관령,2016-06-16,
101,춘천,2016-06-16,21
102,백령도,2016-06-16,28
108,서울,2016-06-16,
115,울릉도독도(감),2016-06-16,24
116,관악산,2016-06-16,20
119,수원,2016-06-16,22
121,영월,2016-06-16,23
130,울진,2016-06-16,24
132,안면도(감),2016-06-16,19
135,추풍령,2016-06-16,21
136,안동,2016-06-16,25
140,군산,2016-06-16,23
143,대구,2016-06-16,25
146,전주,2016-06-16,24
152,울산,2016-06-16,25
156,광주,2016-06-16,20
160,부산(레),2016-06-16,24
169,흑산도,2016-06-16,26
185,고산,2016-06-16,26
192,진주,2016-06-16,21
201,강화,2016-06-16,22
229,북격렬비도 *,2016-06-16,24
232,천안,2016-06-16,24
268,진도군,2016-06-16,26
273,문경,2016-06-16,25
501,연평도,2016-06-16,26
90,속초,2016-06-17,35
94,광덕산,2016-06-17,38
100,대관령,2016-06-17,35
101,춘천,2016-06-17,42
102,백령도,2016-06-17,48
108,서울,2016-06-17,53
115,울릉도독도(감),2016-06-17,28
116,관악산,2016-06-17,37
119,수원,2016-06-17,41
121,영월,2016-06-17,39
130,울진,2016-06-17,30
132,안면도(감),2016-06-17,37
135,추풍령,2016-06-17,31
136,안동,2016-06-17,37
140,군산,2016-06-17,33
143,대구,2016-06-17,37
146,전주,2016-06-17,38
152,울산,2016-06-17,32
156,광주,2016-06-17,33
160,부산(레),2016-06-17,26
169,흑산도,2016-06-17,32
185,고산,2016-06-17,37
192,진주,2016-06-17,23
201,강화,2016-06-17,
229,북격렬비도 *,2016-06-17,37
232,천안,2016-06-17,37
268,진도군,2016-06-17,29
273,문경,2016-06-17,37
501,연평도,2016-06-17,39
90,속초,2016-06-18,44
94,광덕산,2016-06-18,43
100,대관령,2016-06-18,41
101,춘천,2016-06-18,45
102,백령도,2016-06-18,63
108,서울,2016-06-18,58
115,울릉도독도(감),2016-06-18,39
116,관악산,2016-06-18,43
119,수원,2016-06-18,51
121,영월,2016-06-18,41
130,울진,2016-06-18,43
132,안면도(감),2016-06-18,45
135,추풍령,2016-06-18,34
136,안동,2016-06-18,42
140,군산,2016-06-18,48
143,대구,2016-06-18,43
146,전주,2016-06-18,44
152,울산,2016-06-18,42
156,광주,2016-06-18,33
160,부산(레),2016-06-18,27
169,흑산도,2016-06-18,38
185,고산,2016-06-18,35
192,진주,2016-06-18,30
201,강화,2016-06-18,51
229,북격렬비도 *,2016-06-18,56
232,천안,2016-06-18,45
268,진도군,2016-06-18,35
273,문경,2016-06-18,39
501,연평도,2016-06-18,60
90,속초,2016-06-19,27
94,광덕산,2016-06-19,13
100,대관령,2016-06-19,33
101,춘천,2016-06-19,31
102,백령도,2016-06-19,25
108,서울,2016-06-19,33
115,울릉도독도(감),2016-06-19,30
116,관악산,2016-06-19,25
119,수원,2016-06-19,35
121,영월,2016-06-19,40
130,울진,2016-06-19,33
132,안면도(감),2016-06-19,34
135,추풍령,2016-06-19,29
136,안동,2016-06-19,30
140,군산,2016-06-19,34
143,대구,2016-06-19,28
146,전주,2016-06-19,30
152,울산,2016-06-19,24
156,광주,2016-06-19,27
160,부산(레),2016-06-19,19
169,흑산도,2016-06-19,14
185,고산,2016-06-19,
192,진주,2016-06-19,28
201,강화,2016-06-19,27
229,북격렬비도 *,2016-06-19,33
232,천안,2016-06-19,41
268,진도군,2016-06-19,15
273,문경,2016-06-19,35
501,연평도,2016-06-19,34
90,속초,2016-06-20,25
94,광덕산,2016-06-20,24
100,대관령,2016-06-20,29
101,춘천,2016-06-20,26
102,백령도,2016-06-20,32
108,서울,2016-06-20,48
115,울릉도독도(감),2016-06-20,29
116,관악산,2016-06-20,42
119,수원,2016-06-20,50
121,영월,2016-06-20,35
130,울진,2016-06-20,
132,안면도(감),2016-06-20,33
135,추풍령,2016-06-20,32
136,안동,2016-06-20,38
140,군산,2016-06-20,31
143,대구,2016-06-20,44
146,전주,2016-06-20,32
152,울산,2016-06-20,46
156,광주,2016-06-20,29
160,부산(레),2016-06-20,35
169,흑산도,2016-06-20,
185,고산,2016-06-20,
192,진주,2016-06-20,35
201,강화,2016-06-20,31
229,북격렬비도 *,2016-06-20,32
232,천안,2016-06-20,36
268,진도군,2016-06-20,14
273,문경,2016-06-20,35
501,연평도,2016-06-20,29
90,속초,2016-06-21,22
94,광덕산,2016-06-21,26
100,대관령,2016-06-21,30
101,춘천,2016-06-21,31
102,백령도,2016-06-21,28
108,서울,2016-06-21,55
115,울릉도독도(감),2016-06-21,21
116,관악산,2016-06-21,45
119,수원,2016-06-21,64
121,영월,2016-06-21,35
130,울진,2016-06-21,
132,안면도(감),2016-06-21,41
135,추풍령,2016-06-21,36
136,안동,2016-06-21,38
140,군산,2016-06-21,38
143,대구,2016-06-21,46
146,전주,2016-06-21,33
152,울산,2016-06-21,35
156,광주,2016-06-21,30
160,부산(레),2016-06-21,30
169,흑산도,2016-06-21,
185,고산,2016-06-21,
192,진주,2016-06-21,32
201,강화,2016-06-21,42
229,북격렬비도 *,2016-06-21,32
232,천안,2016-06-21,49
268,진도군,2016-06-21,22
273,문경,2016-06-21,38
501,연평도,2016-06-21,44
90,속초,2016-06-22,17
94,광덕산,2016-06-22,30
100,대관령,2016-06-22,18
101,춘천,2016-06-22,28
102,백령도,2016-06-22,24
108,서울,2016-06-22,
115,울릉도독도(감),2016-06-22,21
116,관악산,2016-06-22,53
119,수원,2016-06-22,51
121,영월,2016-06-22,28
130,울진,2016-06-22,26
132,안면도(감),2016-06-22,49
135,추풍령,2016-06-22,28
136,안동,2016-06-22,27
140,군산,2016-06-22,44
143,대구,2016-06-22,38
146,전주,2016-06-22,27
152,울산,2016-06-22,28
156,광주,2016-06-22,26
160,부산(레),2016-06-22,
169,흑산도,2016-06-22,9
185,고산,2016-06-22,
192,진주,2016-06-22,26
201,강화,2016-06-22,43
229,북격렬비도 *,2016-06-22,46
232,천안,2016-06-22,43
268,진도군,2016-06-22,10
273,문경,2016-06-22,38
501,연평도,2016-06-22,37
90,속초,2016-06-23,21
94,광덕산,2016-06-23,25
100,대관령,2016-06-23,18
101,춘천,2016-06-23,24
102,백령도,2016-06-23,33
108,서울,2016-06-23,40
115,울릉도독도(감),2016-06-23,18
116,관악산,2016-06-23,35
119,수원,2016-06-23,42
121,영월,2016-06-23,20
130,울진,2016-06-23,21
132,안면도(감),2016-06-23,50
135,추풍령,2016-06-23,20
136,안동,2016-06-23,18
140,군산,2016-06-23,44
143,대구,2016-06-23,23
146,전주,2016-06-23,26
152,울산,2016-06-23,25
156,광주,2016-06-23,22
160,부산(레),2016-06-23,22
169,흑산도,2016-06-23,19
185,고산,2016-06-23,
192,진주,2016-06-23,21
201,강화,2016-06-23,29
229,북격렬비도 *,2016-06-23,47
232,천안,2016-06-23,40
268,진도군,2016-06-23,17
273,문경,2016-06-23,17
501,연평도,2016-06-23,32
90,속초,2016-06-24,19
94,광덕산,2016-06-24,20
100,대관령,2016-06-24,13
